title,price,offer,category,site
WD 1TB My Passport USB 3.0 Hard Drive + HDD Protective Carrying Case Cover 1 TB,"3,120",N/A,data-storage,noon
WD My Passport Portable External Hard Drive 1.0 TB,"2,999",11% Off,data-storage,noon
REDRAGON REDRAGON RM113 Dragon Knight 256GB 500MB/s 2.5-inch SATA SSD,870,20% Off,data-storage,noon
"Sandisk 256GB Ultra Microsdxc Uhs 1 Card 100Mb/S Grey -Sdsqunr-256G-Gn3Mn, Grey 256 GB",940,68% Off,data-storage,noon
Kingston CanvasSelect Plus Micro SDHC Memory Card With Adapter 32 GB,190,36% Off,data-storage,noon
"Sandisk Extreme Pro 128GB MicroSDXC UHS-I, 200MB/s Read, 90MB/s Write Memory Card With Adapter 128.0 GB","1,199",25% Off,data-storage,noon
"Sandisk Extreme PRO Portable SSD 2TB 2000MB/s Read/Write, USB 3.2 Gen 2 x2, IP65 Water & Dust Resistant, 3m Drop Protection, 256-bit AES Encryption, Forged Aluminum Chassis | SDSSDE81-2T00-G25 2 TB","10,899",31% Off,data-storage,noon
"WD 2TB Surveillance Hard Drive, 5400 RPM, SATA 6 Gb/s, 64 MB Cache, 3.5"" - Purple Purple/Multicolour","2,640",7% Off,data-storage,noon
HIKVISION Hikvision 2.5 Inch Solid State Drive - C100 240 GB,930,9% Off,data-storage,noon
"KIOXIA Kioxia NVMe PCIe M.2 2280 SSD 80mm Full Size KBG50ZNV512G , OEM 512 GB","2,375",N/A,data-storage,noon
Kingston Portable USB 3.2 Gen 1 FlashDrive DataTraveler Exodia Onyx - DTXON 64 GB,215,N/A,data-storage,noon
HIKVISION E304C Ultra Dual Drive Go USB Type-C Flash Drive - 32 GB,296,N/A,data-storage,noon
Lexar Lexar JumpDrive M400 32G USB 3.0 Flash Drive 32 GB,202,51% Off,data-storage,noon
Sandisk 512GB Ultra Flair Flash Drive- Sdcz73-512G-G46 512 GB,"1,999",28% Off,data-storage,noon
"Samsung 990 PRO With Heatsink SSD PCIe 4.0 M.2 Internal Solid State Drive Up to 7,450 MB/s Read, 6,900 MB/s Write With Heatsink MZ-V9P2T0GW 2.0 TB","11,700",N/A,data-storage,noon
HIKVISION V300 1024GB SATA 2.5 Inch Surveillance DVR & NVR Internal SSD 1024 GB,"2,199",15% Off,data-storage,noon
Kingston Data Traveler  USB 3.2 Flash 128 GB,333,12% Off,data-storage,noon
"HIKSEMI Hiksemi Shield 1TB Portable External SSD – USB 3.1, Up to 560MB/s, Shockproof & Lightweight, Wide Compatibility for PC, Mac, Android & Gaming Consoles – Black","3,065",N/A,data-storage,noon
"HIKSEMI Hiksemi 1T/USB3, 2 Gen 2 Type-C Elite External SSD Drive, Grey","3,485",N/A,data-storage,noon
HIKSEMI 128 GB USB 3.2 Dual Drive Type-A/Type-C Up To 150MB/s,499,N/A,data-storage,noon
HIKSEMI Elite 2TB USB 3.2 Gen 2 Type-C External SSD Drive – Grey,"6,750",N/A,data-storage,noon
"Sandisk 1TB Extreme PRO Portable SSD - Read/Write Speeds up to 2000MB/s, USB 3.2 Gen 2x2 -SDSSDE81-1T00-G25 1 TB","6,999",22% Off,data-storage,noon
WD 2TB My Passport USB 3.0 Hard Drive + HDD Protective Carrying Case Cover 2.0 TB,"4,699",N/A,data-storage,noon
Kingston Kingston NV2 1TB M.2 2280 NVMe Internal SSD  PCIe 4.0 Gen 4x4  Up to 3500 MB/s  SNV2S/1000G 1 TB,"2,850",16% Off,data-storage,noon
"Lexar Lexar Silver Pro SD Card 64GB, UHS-II Memory Card, V60, U3, C10, SDXC Card, Up To 280MB/s 64 GB",999,30% Off,data-storage,noon
"Sandisk 128GB Ultra Dual Drive Go USB Type-C Flash Drive, Black - SDDDC3-128G-G46 128 GB",769,N/A,data-storage,noon
"crucial RAM 32GB DDR5 4800MHz CL40 Laptop Memory CT32G48C40S5, Black 32 GB","7,850",N/A,data-storage,noon
"crucial P3 500GB PCle 3.0 NVMe M.2 SSD, up to 3500MB/s CT500P3SSD8, Black 500 GB","1,790",N/A,data-storage,noon
Dahua USB 2.0 Flash Drive 32 GB,190,N/A,data-storage,noon
