title,price,offer,category,site
LANEX LANEX LP21 - 10W FAST CHARGING POWER BANK 10000MAH - BLACK,"1,149",47% Off,power-banks,noon
MAXCO MAXCO MP39 10000mAh Legend 2 Magnetic Wireless Charging Power Bank,"4,199",47% Off,power-banks,noon
MATRIX M10-10000mAh Power Bank Fast Charging 22.5W- Built-in Cables- Black,499,23% Off,power-banks,noon
LANEX N10 Fast charging power bank,999,50% Off,power-banks,noon
Xiaomi 10000 mAh Power Bank Integrated Cable USB and USB-C Port 22.5W BHR9072GL - Tan,"1,250",N/A,power-banks,noon
Anker 10000 mAh Anker Portable Power Bank With Powercore 10000mAh / 22.5W Silver,"1,517",N/A,power-banks,noon
"Earldom Earldom 10000mAh Power Bank PD39 – Compact, PD Fast 22.5W Charging, LED Display",500,N/A,power-banks,noon
JOYROOM 20000.0 mAh Joyroom Powerbank 20000mAh Dazzling Series 22.5W (Qp195) Black,"1,099",N/A,power-banks,noon
JOYROOM 10000 mAh JR-W050 20W PD3.0 Fast Charging Power Bank Magnetic Wireless Charger External Battery Pack With Ring Holder Kickstand Blue,"1,670",9% Off,power-banks,noon
Recci Recci High Power Fast Charging Power Bank 10000mAh with Dual Cable RPB-P46,"1,449",23% Off,power-banks,noon
JOYROOM 30000 mAh 12W Fast Charging Power Bank Dual Inputs Dual Outputs Phone Charger Battery Black,977,11% Off,power-banks,noon
majentik Majentik Power Bank MJ-13 10000 MAh dark green,"1,150",17% Off,power-banks,noon
"Anker 27650 mAh Prime 27,650mAh Power Bank 250W, 3-Port Portable Charger, Smart App, Compatible With iPhone 15/14/13 Series, Samsung, Dell, AirPods, And More Charging Base Not Included Gold","12,000",N/A,power-banks,noon
Xiaomi 33W Power Bank 10000 MAH Pocket Edition Pro Midnight Blue,"1,499",N/A,power-banks,noon
JOYROOM 20000 mAh JR-T017 12W Fast Charging Power Bank Dual Inputs Dual Outputs Phone Charger Battery Black,799,N/A,power-banks,noon
Earldom Earldom  Power Bank with Built in Cables10000 mAh – 3 Type Charging Cable And LCD Display Black | ET-PB41 (BLACK),500,9% Off,power-banks,noon
Recci Power Bank RPB-N15,650,35% Off,power-banks,noon
Vidvie vidvie powerbank pb772 10000mAh  white,339,27% Off,power-banks,noon
Infinix 20000 mAh Infinix XPower 20 - XP20 : 15W Power Bank 20000mAh with Type C Fast Charging & 2 USB - 3 Output Brown,797,N/A,power-banks,noon
"Anker 20000 mAh Power Bank Battery 22.5W for 2 Ports / 3 Ports out 15W High-Speed Charging Portable Charger With Built-in USB C Cable, 1 USB-C, 1 USB-A, For iPhone 15/15 Plus/15 Pro/15 Pro Max, MacBook, Galaxy Black","3,800",N/A,power-banks,noon
Camelion Camelion PS734 Digital Power Indicator dual power bank 20000mAh,880,41% Off,power-banks,noon
JOYROOM 10000 mAh 10000mAh Discovery Series Fast Charging Power Bank 22.5W Built-In Lightning IP Cable Magnetic Suction Wireless Charging Black,"1,299",25% Off,power-banks,noon
LDNIO LDNIO PL2014 Power Bank 20000mAh Built in Dual Cable 3 Port - Black-Red,495.65,N/A,power-banks,noon
"WIWU 10000 mAh Speedy Series Power Bank 10000mAh PD & QC fast charging, Large capacity, Safety protection, In Micro & Type-C, Out Type-C & 2USB - Black Black",699,32% Off,power-banks,noon
JOYROOM 10000 mAh Powerbank Dazzling Series 12W (JR-T016) White,398.95,N/A,power-banks,noon
Ugreen 10000 mAh UGREEN 10000mAh Mini Quick Charging 20W Power Bank Black,996,N/A,power-banks,noon
JOYROOM 20000 mAh JR-PBF14 2.4A LED Power Bank Black,750,16% Off,power-banks,noon
"Anker 20000 mAh Power Bank Battery Pack, 20,000mAh 22.5W High Speed Charging Portable Charger With Built-in USB C Cable, 1 USB-C, 1 USB-A, For iPhone 15/15 Plus/15 Pro/15 Pro Max, MacBook, Galaxy White","4,500",N/A,power-banks,noon
"Anker 10000 mAh Anker 633 10,000mAh Portable Fast Wireless/Wired Charger - Black Black","2,666",8% Off,power-banks,noon
