name,price,Original Price,category,site
"Bluetooth speaker with battery charger, wireless speaker that supports Bluetooth connectivity, USB port, Micro SD port and FM radio",199..00,N/A,Speakers,amazon
PLATINUM AH-6070-SPEAKER BLUETOOTH 3 * 1-صوت 3D-اضاءه رائعه -ريموت تحكم - يدعم التوصيل بالبلوتوث - مدخل TF - USB - يدعم التشغيل علي جميع الأجهزة الكهربائيه - تصميم أنيق بأعلى جوده ، USB,"3,555..00",N/A,Speakers,amazon
طقم سماعة موتوسيكل مدوره من Good Morning 3 بوصة - احمر,350..00,N/A,Speakers,amazon
"SE HUB DY100 Mini Magnetic Wireless Bluetooth Speaker | Portable & Rechargeable with Dynamic RGB LED Lights, Phone Holder & Powerful Sound Bluetooth Devices (Violet)",599..00,N/A,Speakers,amazon
"Hero Electronics Metal Speakers, CS9011",570..00,N/A,Speakers,amazon
"LG Sound Bar SN6, 3.1ch, 420W, High-resolution Audio with DTS Virtual:X","13,763..07",N/A,Speakers,amazon
ST-Standard Vortex 6000 2.1 Subwoofer,"3,299..00",N/A,Speakers,amazon
"Joyroom Wireless Speaker with Phone/Tablet Holder, Black","1,398..00",N/A,Speakers,amazon
MediaTech Subwoofer 2.1 MT-610,"3,499..00",N/A,Speakers,amazon
"Mishrit G-Shaped Bluetooth Speaker with FM Radio, RGB Light Table Lamp, Wireless Charger LED Smart Wake Up Light, 15W Loud for Home Decoration, Bedroom & Gaming Room",449..85,N/A,Speakers,amazon
Sanfé BlueTooth Bedroom Bed Meditation Technology RGB G Speaker Smart Station Sound Box & Induction Charger BlueTooth Wireless Charge Night Light Ambient Multiple Colors,519..00,N/A,Speakers,amazon
Bose Smart Soundbar 600 Dolby Atmos with Alexa Bluetooth Connection - Black,"39,999..00",N/A,Speakers,amazon
"Speaker AN1202 Wireless Portable Bluetooth Speaker, Channel, Modern and Minimalist Style, Tweeter, Mic, USB, Micro SD, FM, No Warranty multicolor (AN1202)",199..00,N/A,Speakers,amazon
"KRK RP5 Rokit 5 G4 Professional Bi-Amp 5inch Powered Studio Monitor Pair, Black","22,499..00",N/A,Speakers,amazon
JOC h011ur digital portable speaker support flash and memory card - multi color,324..00,EGP 413.84,Speakers,amazon
"JBL PartyBox 710 Portable Indoor and Outdoor Party Speaker with Built-In Lights, IPX4 Splashproof Design, Deep Bass and Robust Wheels, in Black, wi-fi","48,096..11",N/A,Speakers,amazon
Best Seller smart black Smart Speaker G.5 Home Controls with Alexa - original,"4,550..00","EGP 4,700.00",Speakers,amazon
Mini bluetooth speaker ws-887 (blue),147..00,N/A,Speakers,amazon
صب بلوتوث ومايك موديل - K22 (Pink),500..00,N/A,Speakers,amazon
JBL Go 3 Waterproof and Dust Proof Bluetooth Speaker - White,"1,999..00",N/A,Speakers,amazon
"Bose soundlink flex bluetooth speaker - wireless waterproof portable outdoor speaker, black","9,999..00","EGP 13,011.52",Speakers,amazon
"JBL Partybox Encore Essential Portable Party Speaker, 100W Powerful Sound, Built-In Dynamic Light Show, IPX Splash Proof Design, 10 Hours of Playtime, Playback - Black|1 year manufacturer warranty","17,919..00",N/A,Speakers,amazon
"JBL BOOMBOX2BLKAS Boombox 2 Portable Bluetooth Speaker, Black",N/A,N/A,Speakers,amazon
"Harman Kardon Onyx Studio 7 - Multi-directional Soundscape, Enhanced Audio Power, Anodized Aluminum Handle, Portable Dual Sound Stereo Bluetooth Speaker - 8 Hour Music Play Time- Blue","7,039..33","EGP 9,309.00",Speakers,amazon
"LG QNED-matching Sound Bar, Dolby Atmos - SQ70TY","32,999..00",N/A,Speakers,amazon
"Speaker Wireless Portable Bluetooth RGB LED Support USB Stereo, Micro SD And Supports Mic input power that delivers high,quality sound (GN-01)",649..00,N/A,Speakers,amazon
"Anker powerconf bluetooth speakerphone, 6 mics, enhanced voice pickup, 24h call time, bluetooth 5, usb c, zoom certified bluetooth conference speaker, compatible with leading platforms for home office","5,200..00","EGP 5,724.00",Speakers,amazon
"Anker PowerConf S3 Conference Speaker, 6 Microphones, Smart Sound Recording, 24 Hours Battery, Soundcore App, Bluetooth 5, USB-C, for Office & Home Office (Black)","5,240..84","EGP 5,950.00",Speakers,amazon
"Xtreem Wireless Bluetooth Speaker with USB, Flash Memory, Aux, and TF Card Support (Squad Camo)",666..00,N/A,Speakers,amazon
"Speaker HR-12 Wireless Portable Bluetooth Support Usb Stereo, Micro SD, FM Radio And AUX power that delivers high-quality sound (multicolor) (Pink)",229..00,N/A,Speakers,amazon
"JBL Go 4 - Ultra-Portable, Waterproof and Dustproof Bluetooth Speaker, Big Pro Sound with Punchy bass, 7-Hour Built-in Battery, Made in Part with Recycled Materials (Pink)","2,180..00",N/A,Speakers,amazon
Tiger TG6350 / 1 Super Impact Wooden Speaker,"1,199..00",N/A,Speakers,amazon
"Mini Bluetooth Speaker M3 Portable Wireless Micro SD, and Rechargeable Battery for Smartphones & Tablets, high-quality sound (Black)",179..00,N/A,Speakers,amazon
JBL Wind 3 Portable Bluetooth Speaker and FM Tuner Radio for Bike Handlebars,"3,633..00",N/A,Speakers,amazon
MI Xiao Compact Bluetooth Speak 2 Portable Speaker White,950..00,N/A,Speakers,amazon
