name,price,Original Price,category,site
Compatible Laser Toner Cartridge 85A (CE285A) for HP LaserJet PRO: P1102/P1102W/P1100/M1212NF,214..31,N/A,PC,amazon
"Redragon M910-KS Ranger Lite Wireless Gaming Mouse 8000 DPI, PC Gaming Mice with Fire Button, RGB Backlit Programmable Ergonomic Mouse Gamer, Rechargeable, 70Hrs for Windows, Mac Gamer, Black","1,509..00",N/A,PC,amazon
TP-Link TL-WR840N 300 Mbps Wireless N Router - White,N/A,N/A,PC,amazon
Anker USB-A to USB-C Nylon Fast Charging Cable - White,188..88,EGP 241.00,PC,amazon
"Aimzone Triple Fan Gaming Laptop Cooling Pad, Enhanced Cooler System for Optimal Performance, 3 Quiet Cooling Fans, Ergonomic Design, Slim Portable USB Powered",599..00,N/A,PC,amazon
Ultra-Slim Bluetooth Keyboard Portable Mini Wireless Keyboard Rechargeable for Apple iPad iPhone Samsung Tablet Phone Smartphone iOS Android Windows (10 inch Black),599..00,N/A,PC,amazon
"Logitech M170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Grey",495..00,EGP 648.00,PC,amazon
ELUPTA Heat Shrink Tubing Set of 164 Heat Shrink Tubing Heat Insulation Cable Wrap,48..00,N/A,PC,amazon
"Anker PowerLine Select+ USB-C to Lightning,(Cable 6ft) MFi Certified, Nylon Fast Charging Cable for iPhone 14 14 Pro 13 12 11 X XS XR 8 Plus (Charger Not Included)",899..00,N/A,PC,amazon
"Apple iPad Air 11-inch (M2): Liquid Retina display, 128GB, Landscape 12MP Front Camera/12MP Back Camera, Wi-Fi 6E, Touch ID, All-Day Battery Life - Blue","33,350..00","EGP 36,699.00",PC,amazon
"Anker USB-C to USB-C 2.0 cable (3ft/0.9m), High Durability Type C Braided Charging Cable Compatible with All Android Devices And More",149..00,EGP 228.00,PC,amazon
"SanDisk Portable SSD 1TB - Up to 800MB/s, USB-C, USB 3.2 Gen 2 - SDSSDE30-1T00-G26","4,290..00","EGP 5,500.00",PC,amazon
"USB C Hub Docking Station, 8 in 1 USB C Dongle with 4K@60Hz HDMI, RJ45 Ethernet, 100W PD, SD/TF Card Reader, 2USB Ports, USB Type C Hub for MacBook Pro Air M1 Dell XPS Nintendo Switch",450..99,EGP 590.00,PC,amazon
4Pcs USB Cable Protector Saver Earphone Cord Protection Wire Cover Data Charger Line Protection Headphone Winder,14..00,EGP 39.00,PC,amazon
