title,price,original_price,category,site
Multi-functional Outdoor Camera Backpack Video Digital Shoulder Camera Bag Waterproof Camera Photo Bag Case Compatible with DSLR,"1,199..99",,Camera,amazon
"Screw Swivel Mini Ball Head Cradle Adapter for DSLR Camera/Camcorder/Microphone/Video Monitor/LED Light, 1/4in",198..00,,Camera,amazon
"FeelWorld F6 Plus 5.5"" 4K HDMI Monitor Cameras, Camcorders",,,Camera,amazon
"SONOFF Indoor Home Security Camera With Human And Motion Detection, Pet Camera, Baby Monitor With Audio& Video, 1080P, Night Vision, Work With Alexa& Google Home, CAM Slim Gen2","1,650..00",,Camera,amazon
AI Auto Focus Keystone 26000L Native 1080P Smart Portable Projector 4K Supported Outdoor Home Cinema with Tripod for iOS Android TV Stick,"11,999..00","EGP 12,899.00",Camera,amazon
HDMI 60M Extender by Cat-5e/6 cable HDMI to RJ45 Converter Repeater Support HDTV 1080P 3D,340..00,,Camera,amazon
"UNI-T UT383, MINI LIGHT METER",775..90,EGP 799.95,Camera,amazon
"Cacacol P20 Pro 4K LED Projector 1080p Full HD 700 ANSI Lumen, Amlogic T950S 2GB 16GB WiFi 6 Bluetooth Airplay Miracast, Built-in Speaker, Android TV 13.0 English OS",,,Camera,amazon
Hikvision DS-2DE2A404IW-DE3 4MP (2.8-12MM) Vari-Focal PTZ H.265+ International Version Fully Upgrade-able Firmware,"7,700..00",,Camera,amazon
Hikvision DS-2CD1043G2-LIU 4 MP Smart Hybrid Light Fixed Bullet Network Camera,"2,770..00",,Camera,amazon
Cable hdmi flat 5m - black,79..00,EGP 125.00,Camera,amazon
"Uniview Camera Monitoring Outdoor/Indoor 2 MP Retina Dome IP Security POE Night Vision Smart Lens, 4.0mm (2 MP)","1,250..00",,Camera,amazon
Hdmi female to mini hdmi male adapter converter (black),18..00,EGP 24.00,Camera,amazon
Hikvision ds-2ce76d0t-itpf(2.8mm) 2mp turret camera,649..00,,Camera,amazon
Eufy Outdoor IP-camera Pro - white (T8441),"2,700..00",,Camera,amazon
"Studio Photo Box Portable 30x30cm, Light Boxes Kit with 120pcs Adjustable LED & 6 Backgrounds for Photography Products",990..99,,Camera,amazon
Jmary KP-2264 Professional Camera Tripod - Black,"1,799..00",,Camera,amazon
GQ Motorcycle Helmet Mount Action Camera Adjustable Chin Support Non-Slip Holder Compatible With GoPro Hero and Other Action Cameras Black,719..10,,Camera,amazon
TELESIN° 2-Pack Enduro Battery with Pocket Charger Kit Super Long Lasting with Smart Power Indicator Support Fast Charge for GoPro Enduro Hero 12 Hero 11 Hero 10 Hero 9 Black Camera Batteries,"3,199..00",,Camera,amazon
"Etentous 64 LED Video Light, Mobile Phone Selfie Light with Clip, Camera Light Small Dimmable 3000K-9900K, Photo Light Compact, 2000 mAh Battery Video Light for Phone/Laptop, Zoom TikTok Live",800..00,EGP 865.00,Camera,amazon
eufy Security S220 SoloCam,"5,300..00",,Camera,amazon
"OOTSR Cleaner kit for Airpod,Airpods Pro 4 in 1 Cleaning Pen,Multi-Function Cleaner Kit Soft Brush for Phone Charging Port,Earbuds,Earpods,Earphone,Headphone, iPod, Case, iPhone, ipad, Laptop (White)",64..00,EGP 72.00,Camera,amazon
kingston 64 GB Micro SD Memory Card with Adapter - Class 10,,,Camera,amazon
Laptop & Screens & Computer Cleaning Tools,84..60,EGP 94.00,Camera,amazon
"EZ.Viz C6N Security Camera, Smart Night Vision, Auto Tracking, 2-Way Audio, Wi-Fi, 1080P","1,089..00",,Camera,amazon
UNV UAC-T115-F28 Indoor Dome Camera 5MP,"1,079..00",,Camera,amazon
"63"" Tripod Stand for 4""-13"" Phone & Tablet, Camera Tripod Stand with Rechargeable Remote & Bag, Aluminum Professional Tripod 2 in 1 Mount & 1/4"" Screw Tripods for iPhone, iPad, Camera, Projector","1,500..00",,Camera,amazon
instax Fujifilm Mini 12 Instant Camera with 20 Shot Film Pack - Lilac Purple,,,Camera,amazon
"Photo Studio Light Box Kit, 40×40cm Photo Studio Tent Foldable LED Light Box Mini Photo Light Box with 2 LED Strips 70 LED","1,016..00",,Camera,amazon
Zonic Z1101 Type C to HDMI 4K UHD Video HDTV 1080P Converter Cable Adapter for laptop/MacBook/Mobile Phone to Display - Aluminium,204..00,,Camera,amazon
TELESIN Handlebar Clamp Mount with Flexible 360 Ball Head Bike Bicycle Motorcycle Boat Vehicle Tree Tube Extension Mounting Attachment for GoPro Insta360 DJI Action LED Light Vlog Video Accessories,"1,639..00",,Camera,amazon
Ulanzi L068 60cm Octagonal Softbox With Bowens And Grid (Mini Mount),"2,136..00",,Camera,amazon
"Zhiyun Weebill S 3-Axis Gimbal for Mirrorless and DSLR Cameras Like Sony A7M3, 300% Improved Motor Than Zhiyun Weebill Lab A4 Compact Size 14-Hour Runtime","14,932..07",,Camera,amazon
HIKVISION 2MP ColorVu Bullet Camera DS-2CE10DF0T-PFS IP67 White Wired 1Full HD 1080p,,,Camera,amazon
"K&F Concept Set of 2 Light Stands, Adjustable 91 cm - 146 cm - 200 cm Height Light Stand Set, Aluminium Lighting Tripod for HTC Vive VR, Photography, Ring Light",540..00,,Camera,amazon
"FANGOR 10.1 Inch WiFi Digital Picture Frame 1280x800 HD IPS Touch Screen, Electronic Smart Photo Frame with 32GB Storage, Auto-Rotate, Instantly Share Photos/Videos and Send Best Wishes from Anywhere","7,600..00",,Camera,amazon
"MOUNTDOG 10in LED Circle Selfie Ring Light with Tripod Stand and 3 Phone Holder, 3 Lighting Modes & 11 Brightness Level","1,000..00",,Camera,amazon
Fujifilm Instax Mini 12 Instant Camera - Pastel Blue + 1 Pack Film,"4,704..65",,Camera,amazon
BOYA by-M1 Pro II Lavalier Microphone Noise,667..00,EGP 709.04,Camera,amazon
120 inch Projection Screen 16:9 Foldable Anti-Crease Portable Projector Movies Screens for Home Theater Outdoor Indoor Support Double Sided Projection,"4,400..00",,Camera,amazon
"Victiv 57 inch Phone Tripod, Lightweight Tripod Aluminum Portable Smartphone Tripod with Phone Holder & Remote Shutter and Carry Bag for Travel & Video Shooting - Black",999..00,,Camera,amazon
"Security Camera Mount Bracket,Universal Wall Ceiling Mount Bracket for Security CCTV Hikvision Dome Camera, CCTV Security Camera Mount Bracket,",97..00,EGP 120.00,Camera,amazon
"SRL-pH Papers pH 3,5-6,0_10 Books",464..00,,Camera,amazon
"Flying Orb Ball Toys, Hover Ball Soaring Nebula Flying Orb, Hand Controlled Boomerang Galactic iFly Spinner Ball Nova Pro, RGB Light Magic Space UFO Toy, Mini Drone for Kid Adults Outdoor Indoor-Pink",147..06,,Camera,amazon
KARWAAN Original Japanese Binoculars Japanese Green 7x50 Original Approximate 150 Meters Per 1000M Crown Original,"15,000..00",,Camera,amazon
Feiyu Vimble 2A Telescoping 3-Axis Gimbal for GoPro,"3,960..00",,Camera,amazon
"10k 8k 4k HDMI Cable 10m, Certified Ultra High Speed HDMI 2.1 Cable 4k 120Hz 144Hz 8k 60Hz 2k 165Hz Braided Nylon 48Gbps 12bit eARC DTS:X HDR10 Compatible with Mac Gaming PC TV PS5 Xbox",760..00,,Camera,amazon
Goreem 1080P Wireless Camera Mini with Motion Detection Portable Camera for Aerial Home Indoor Outdoor Security,640..00,,Camera,amazon
"SAMSUNG EVO Select Micro SD-Memory-Card + Adapter, 256GB microSDXC 130MB/s Full HD & 4K UHD, UHS-I, U3, A2, V30, Expanded Storage for Android Smartphones, Tablets, Nintendo-Switch (MB-ME256KA/AM)","1,999..99",,Camera,amazon
"SHOPEE Mobile Phone Chest Strap Mount,Harness Strap Holder Universal Cell Phone Clip for Action Camera POV Compatible with Gopro Akaso Samsung iPhone etc",396..00,EGP 450.00,Camera,amazon
Ulanzi Smart VT-01 Camera Tripod Multifunctional Portable Phone Tripod Stand Compatible with iPhone Sony Canon Nikon DSLR Sport Camera,"2,300..00","EGP 2,404.54",Camera,amazon
"IYF Motion Sensor Lights Indoor, 40cm Under Cabinet Lights for Kitchen, Cupboard, Counter, Wardrobe, Room, Stick on Lights, USB Charging, Large Capacity, Color and Brightness Changing(1 Pack)",,,Camera,amazon
HIKVISION Wifi 1080p FHD 2MP 360° Viewing Area Security Camera -White,"1,220..00",,Camera,amazon
Godox LEDP260C Bi-Color Video Light,"1,440..00","EGP 3,972.33",Camera,amazon
Generic Non Woven Fabric Cloth 2M Studio Photography Backdrop Screen (White),337..50,,Camera,amazon
"2024 Upgraded Mini Security Nanny Camera,Security Camera Wireless Indoor,Clear Night Vision,120 Days Standby Battery Life,Real Time Record Surveillance（1pcs）","4,145..99",,Camera,amazon
"Mini Photo Studio Tent Jewelry Light Box Kit, Portable Foldable Small Home Photography Studio Light Box Booth Shooting Tent with LED Light Strips - With 6 Color Back (20x20x20cm Photo Studio)",550..00,,Camera,amazon
"Coin Microscope, 4.3 inch LCD Digital USB Microscope with 32G TF Card,1000X Magnification Electronic Camera Video Recorder with Screen,Rechargeable Battery for Coins Soldering Circuit Board","3,700..00",,Camera,amazon
"Spy Camera, WiFi 1080P Bluetooth Mini Surveillance Camera Indoor/Outdoor Wireless with Discrete WiFi Remote Recording, Mini Motion Detection Night Vision (2.4 GHz) (A12)","4,450..00",,Camera,amazon
"Canon EOS 250D digital camera (24.1 megapixels, 7.7 cm (3 inches) Vari-Angle Display, APS-C sensor, 4K, Full-HD, DIGIC 8, WLAN, Bluetooth) incl. EF-S 18-55mm f/3.5-5,6 III lens black","30,818..00",,Camera,amazon
SOLUSTRE 1pc Ball Clamp Black Tripods Clipper Head Hot Selfie Mount Holder Universal Tripod for Adapter Stand Clip Shoe Phone Stick Degree Bracket Smartphone Vertical Mobile Cell Video,150..00,EGP 160.00,Camera,amazon
"HDMI Extender,HDMI to RJ45 Network Cable Extender Converter Repeater Over Cat 5e / 6 1080p up to 30m Extender for HDTV PS4 STB 4K 2K（2 PCS ）",87..00,,Camera,amazon
Micro HDMI Male to HDMI Male Cable For Raspberry Pi 4B,122..00,,Camera,amazon
General Kp2 Parabolic Softbox 90 Cm - Black,"2,349..00",,Camera,amazon
HDMI Cable 1.5M HDMI 8K HDMI 2.1 Ultra HD High-Speed 48Gbps 8K@60Hz HDMI Braided Cord eARC Dynamic HDR Dolby Vision,115..00,,Camera,amazon
"Hikvision Digital Technology DS-KD-ACW1 Mounting Kit - Mounting Kits (40-60°C, 10-95%, 117 mm, 107 mm, 44 mm)","1,550..00",,Camera,amazon
"Lexar High-Performance 633x 128GB Micro SD Card, microSDXC UHS-I Card w/SD Adapter, Up to 100MB/s Read, TF Card for Smartphones, Tablets, and Action Cameras (LSDMI128BBEU633A)",533..00,,Camera,amazon
"Hollyland Lark M2 Wireless Lavalier Microphone for iPhone 15/15 pro/15pro max/Android, Hi-Fi Audio, Mini Mic, 300m LOS Range, Noise Cancellation, 30H Duration for Vlog Youtuber-Black","11,000..00",,Camera,amazon
"Neewer Heavy Duty Light Stand, Aluminium Alloy 4 m Adjustable Photography Tripod with Built-in Spring Cushion and 1/4 Inch Screw for Studio LED Light, DSLR Camera, Maximum Load: 10 kg, Black","1,350..00","EGP 1,742.00",Camera,amazon
"MyArmor Articulating Friction Magic Arm 11 Inch & Large Adjustable Super Rod Clamp Pliers Clip with 1/4"" and 3/8"" Socket Thread for DSLR Camera Rig/LCD Monitor/LED Lights/Flash Light",805..00,"EGP 1,100.00",Camera,amazon
fashion mania Insta360 X4 Premium Lens Caps,666..00,,Camera,amazon
"UGREEN High Speed HDMI Cable with Ethernet Gold Plated, Supports 1080P and 3D for Blu Ray Player,3D Television, Roku, Boxee, Xbox360, PS3, Apple TV - 2m",101..21,EGP 124.94,Camera,amazon
"Sensyne 60"" Phone Tripod & Selfie Stick, Lightweight All in One Phone Tripod Integrated with Wireless Remote Compatible with All Cell Phones for Selfie/Video Recording/Photo/Live Stream/Vlog（Black）","1,700..00",,Camera,amazon
"Vlogging Kit for iPhone, Android (With Tripod), with Mini LED Video Light + Cardioid Microphone + Phone Clip + Tripod for Live Broadcasting, Video Calling, Vlogging, YouTube, Instagram TikTok",,,Camera,amazon
SanDisk Extreme PRO CFAST 2.0 256GB 525MB/s VPG130,"12,380..00",,Camera,amazon
Hikvision DS-2CE16D0T-IRP Security Camera - 2 MP,444..00,,Camera,amazon
"HDMI 2.1 Cable, 10M, 8K@60Hz, 48Gbps High-Speed, Braided Cord, Dynamic HDR, eARC",445..00,,Camera,amazon
TNP Products usb type c to hdmi adapter - usb-c 3.1 male to hdmi female high speed ultra hd uhd 4k 1080p video audio av adaptor converter cable wire cord plug connector (white),172..00,EGP 248.90,Camera,amazon
"Godox AK-R22 Dome Diffuser, Flash Diffuser Modifier Compatible for Godox V1 Flash Series/AD100Pro Speedlite, Use with Godox H200R Round Flash Head for AD200/AD200Pro Monolight",,,Camera,amazon
4K Projector for Home Cinema Ultra HD Small Portable Mobile Android Wireless Bluetooth WiFi HD Compatibility Projector for Room Theater for Cricket Valentine Gift,"8,900..00",,Camera,amazon
VISCO Chroma green photography backgrounds 3x5,376..27,,Camera,amazon
"Tapo TP-Link 2K 4MP QHD Security Camera Outdoor Wired, IP66 Weatherproof, Motion/Person Detection, Works with Alexa & Google Home, Built-in Siren, Night Vision, Cloud/SD Card Storage ( C320WS)","3,000..00",,Camera,amazon
"11"" Camera Clamp Magic Arm Crab-Shaped Monitor Clamp with 1/4"", 3/8"" Threaded Holes Compatible with ATLI Gopro DSLR Camera LED Light Stabilizer",990..00,"EGP 1,100.00",Camera,amazon
Boya by-m1dm 2x1 Microphone dual omnidirectional Containing Clear Sound High Quality With Storage Bag And Stand Practical For Multi Devices - Black,438..75,EGP 913.00,Camera,amazon
H50 Pro Indoor Wireless Smart Camera,"1,346..00","EGP 1,650.00",Camera,amazon
"2SETS Camera Adapter, Tripod Screw Adapter Converter, Tripod Conversion Screw, 1/4 inch Male to 3/8 inch Female for Camera Mount, Monopod, Ballhead, Flash Light Stand Avatar",306..00,EGP 345.00,Camera,amazon
"10m Flat HDMI Cable 1.4, 1080P, Black, Supports 4K x 2K, Compatible with PS3, Xbox360, TV, Projector",189..00,,Camera,amazon
"SanDisk Extreme CF 120MB/s, 85MB/s write, UDMA7, 64GB","1,458..78",,Camera,amazon
Nanlite PavoTube II 15C RGB LED Tube Light (77cm 2-Light Kit),"20,499..00",,Camera,amazon
Pack (60 Poses) Mini for 8 50s 25 7s 90 300,"6,500..00",,Camera,amazon
SmallRig DJI Action2 Magnetic Case (White/Grey) 3626 3627,"1,400..00",,Camera,amazon
Portrait Rear Stand Stand,"1,180..00",,Camera,amazon
JJC Hot Shoe Cover for Fujifilm GFX100S GFX100 GFX50S GFX50R XPRO3 XPRO2 XPRO1 XT4 XT3 XT2 XT1 XE4 XT30 XT20 XT10 X100V X100F X100S etc. Cameras with Hot Shoe - 2pcs Silver Pack,373..75,,Camera,amazon
KODAK FunSaver 35mm Single Use Camera,"2,999..00",,Camera,amazon
ULANZI 40W Pro LED Video Light,"3,800..00",,Camera,amazon
"instax instant mini film 10 shot pack, Soft Lavender",,,Camera,amazon
"Protective Clear Case for Fujifilm Instax Mini 12 Instant Camera/Crystal Hard Shell Cover & Removable Shoulder Strap, Clear, Instax Mini 12,",325..00,EGP 355.00,Camera,amazon
"COMICA Vimo Q Lavalier Wireless Microphone with 4 Transmitters and 1 Receiver, 48kHz/24bit Audio Quality, Noise Cancellation, 200M Range, Wireless Lapel Microphone for DSLR Camera, Mobile Phone,","9,349..00",,Camera,amazon
"Digital Camera, Autofocus Compact Camera HD 2.7K 48MP with 2.8"" Large Screen, 16X Digital Zoom, Portable Mini Camera for Photography, Youtube Vlogging Camera for Kids,Adult,Beginners（Black）","5,500..00",,Camera,amazon
Camelion Lithium-Ion Battery for GoPro HERO8/7/6/5 Black and HERO 2018 (1220mAh),603..03,,Camera,amazon
EZVIZ H8C 2MP Pan & Tilt Wi-Fi Camera|Color Night Vision|360° Coverage|Auto-Tracking|Two-Way Talk|Weatherproof Design|Supports MicroSD Card (Up to 512 GB)|White,,,Camera,amazon
"Tapo TP-Link 2K QHD Pan/Tilt Security Camera for Pet Camera, Baby Monitor, Motion Detection, Motion Tracking, 2-Way Audio, Night Vision, Cloud &SD Card Storage, Works w/Alexa & Google Home( C220)",,,Camera,amazon
1.5M - Gold Plated HDMI Cable Male to Male HDTV 3D 1080P Full HD,65..00,EGP 199.00,Camera,amazon
Ulanzi AS-L30 30cm Mini Bowens Mount Quick Release Lantern Softbox + Grid + Carry Bag | Compatible with Ulanzi LT028 L023 L024 LT005 40W & 60W Video Light | 220g,"1,300..00",,Camera,amazon
UGREEN HDMI Male To Female Extension Cable 1m (40447),369..36,,Camera,amazon
"12""x11"" Movie Film Clap Board Wooden Movie Clapboard Film Clapper Board (Black)",650..00,,Camera,amazon
"kx 2809 displayport male to hdmi male cable with gold-plated connector, 1.5 meters - black",99..99,EGP 200.00,Camera,amazon
Bushnell Power View 8 x 21 Compact Binoculars,"1,600..00",,Camera,amazon
"Projector, Full HD 1080P Projector, Bluetooth Projector 4K Supported, Portable Mini Projector Home Cinema, Home/Outdoor Projector Compatible with Smartphone/HDMI/USB/AV/Fire Stick/PS5","12,799..00",,Camera,amazon
"eufy Security eufyCam 3 Add-on Camera, Security Camera Outdoor Wireless, 4K Camera, Forever Power with Solar Panel, Face Recognition AI, Expandable Local Storage, Spotlight, Requires HomeBase 3",,,Camera,amazon
HD Focus Magnet Camera Full HD Mini Wi-Fi Night Vision IP Wireless 1080P Audio Video Camera for Home Offices Indoor & Outdoor Security (Magnet Camera),630..00,,Camera,amazon
"Universal Tripod Mount/Clip Adapter for Cell Phone, Compatible with Cellphone (Clip-on/Magnetic), Phone Mount",145..00,,Camera,amazon
LDPE Parking Stand Barrier,184..00,EGP 208.00,Camera,amazon
"20 in 1 Electronic Cleaner Kit, Multifunctional Cleaning Kit for Airpods pro,Phone, Laptop, Camera, Keyboard,Screen, Keyboard Cleaner with Dust Air Blown and Spray Clean",258..00,,Camera,amazon
Zhiyun X100 Pro Molus LED Studio Light 100W Dimmable 2700K-6500K 3556Lux @1M LED Video Continuous Lighting Supports APP Control with Softbox,"10,444..00",,Camera,amazon
GoPro HERO12 Black Camera,"19,000..00",,Camera,amazon
Cr?mpt?n CCTV Security System CR04 High HD Focus Magnet Camera Mini WiFi Magnetic Live Stream Night Vision IP Wireless 1080P Audio Video Nanny Camera for Home Offices Security,,,Camera,amazon
"HDMI Extender, 1080P HDMI Transmitter and Receiver Up to 60 Meters(196ft), HDMI Ethernet Sender Repeater Over Singal RJ45 Cat5e/Cat6/Cat7 Ethernet LAN Cable, HDMI to RJ45 and RJ45 to HDMI Transmitter",400..00,EGP 446.00,Camera,amazon
"Screen Backdrop Cloth - 3x5m, Green",419..16,,Camera,amazon
"Boya BY-V2 2.4 GHz Wireless Pin Microphone, 360° Omnidirectional Microphone, Rechargeable, 9.5 g, Lightweight, Compact Automatic Pair, 50 Meters Stable Reception, 9 Hours Continuous Operation,","1,943..00",,Camera,amazon
SanDisk Extreme PRO microSDXC 256GB + SD Adapter + RescuePRO Deluxe 170MB/s A2 C10 V30 UHS-I U3,"1,799..00","EGP 1,999.00",Camera,amazon
Yunteng yt-1288 extendable selfie stick monopod with shutter remote control - black,255..00,,Camera,amazon
HDMI Coupler – 2 Pack | HDMI 1080p Adapter | HDMI to HDMI Connector | HDMI Extension Adapter | HDMI Extender Adaptor Coupler | HDMI Female to HDMI Female | HDMI Extender,37..00,,Camera,amazon
"LED Video Light, Mini Rechargeable 2000mAh LED Camera Light, Photography Light with Clip and 3 Cold Shoe, Dimmable 2500-6500K led Light for Photography and Video Lighting",800..00,EGP 879.50,Camera,amazon
Fujifilm Instax Mini 12 Instant Camera - Pastel Blue + 2 Pack Film,"5,250..00",,Camera,amazon
"eufy Security S330 eufyCam 3 2-Cam Kit, Security Camera Outdoor Wireless, 4K Camera with Solar Panel, Forever Power, Face Recognition AI, Expandable Local Storage up to 16TB, No Monthly Fee","24,500..00",,Camera,amazon
ICIDU Camera Case EASY Black 10 x 7.5 x 1 cm,70..00,,Camera,amazon
Professional photo photography 2 m studio light stand,223..00,EGP 333.00,Camera,amazon
Tapo Security Camera Wall Mount White,,,Camera,amazon
Portable Telescope 40x60 Dual Focus Monocular With Tripod Smartphone Adapter Kit and Compass,949..99,,Camera,amazon
PULUZ Chest Strap Kit for Gopro Cell Phone Chest Mount Adjustable Body Mount Belt Chest Strap for POV/VLOG Camera Accessories,360..00,EGP 639.00,Camera,amazon
DDLC CCTV Security System AP93 High HD Focus Magnet Camera Mini WiFi Magnetic Live Stream Night Vision IP Wireless 1080P Audio Video Nanny Camera for Home Offices Security,648..00,,Camera,amazon
"SUBTON Ball Head Swivel Mount with 360 Rotation for Tripod Stand, Compatible with Camera, DSLR, Light, Video Camera, Black, 1/4 Inch 6 MM Connector",74..00,,Camera,amazon
mewmewcat Mini wifi camera a9 mini camera app remote monitor home security 1080p camera ir wireless camera home cam with and motion detection for indoor and outdoor,,,Camera,amazon
Windown Display screen on tripod size 180*180 cm,"3,780..00",,Camera,amazon
Fujifilm Fujinon XF50mmF2 R WR Lens - Black,"22,999..00",,Camera,amazon
"HDMI Cable (4K 60Hz, HDCP 2.2, HDR, 18Gbps) with Braided Cord, 6 Feet",175..00,,Camera,amazon
"Nanlite PavoTube II 15C 2' LED Tube Light with AC Charger, Mount, and Case","11,499..00",,Camera,amazon
"HollyView Hollyland Lark M2 Wireless Lavalier Microphone for Camera PC Laptop Phones, Mini Lapel Microphone Wireless, 48KHz 24Bit, 1000ft Range, Noise Cancellation, 30H Battery for Video Recording","10,999..00",,Camera,amazon
USB 3.0 to HDMI HD 1080P Video Graphics Converter Cable Adapters for Laptop HDTV TV PC Windows XP/7/8/8.1/10,335..00,,Camera,amazon
"JSAUX Fiber Optic HDMI Cable Long 50ft, 8K 48Gbps Ultra High Speed HDMI 2.1 Braided Nylon Cord 8K@60Hz 4K@120Hz HDCP 2.2 & 2.3, HDR 10, eARC Compatible with Laptop Monitor UHD TV PS5 PS4",683..00,,Camera,amazon
"Tenda CP3 1080P Indoor Wireless Pan Tilt Cameras for Home Security, Baby Monitor, Pet Camera with Phone APP, 2-Way Audio, Night Vision, Auto Tracking, Siren, AI Human & Motion Detection",850..00,EGP 950.00,Camera,amazon
"DSHS Hdmi male to dual hdmi female 1 to 2 way hdmi splitter adapter cable for hdtv, support two tvs at the same time, signal one in, two out(black)",63..00,EGP 71.00,Camera,amazon
ZeroTech ZTEG-105 Camera 2 MP Indoor,363..34,,Camera,amazon
"Neewer portable 5 in 1 120x180cm/47""x71"" translucent, silver, gold, white, and black collapsible round multi disc light reflector for studio or any photography situation","1,170..00",,Camera,amazon
"Wireless Camera H30 3M,Wifi,indoor",870..00,,Camera,amazon
"K Pro Fiber Photography Camera Backbag ""Blue""","1,500..00",,Camera,amazon
Mini Ball Head For Camera/Tripod Ballhead Luminum Alloy 360 Degree Rotating,113..00,,Camera,amazon
"Plokama PK-778 Smartphone Video Rig Kit with Dual LED Lights, Microphone, Stabilising Handle, Mobile Phone Camera Mount, Video making kit, Vlogging",699..00,,Camera,amazon
"EZVIZ BC1C Security Wifi Camera, 4MP Battery Camera CCTV Outdoor Camera with 270-Day Battery Life, Built-in 32GB eMMC, Two-way Audio, Waterproof, PIR, No Base Station Required, Work with Solar Panel","5,750..00",,Camera,amazon
"Generic 40x60 High Power Monocular Telescope with BAK4 Prism FMC Lens, Waterproof, Smartphone Holder, Tripod, Beginner, Unisex, Adults, Outdoor Enthusiasts, Wildlife Watchers",899..99,,Camera,amazon
UGREEN HDMI Male To Female Extension Cable 0.5m (40400),313..96,,Camera,amazon
"8 in 1 Multifunction Keyboard Cleaning Brush, Earphone Cleaner, Cleaning Kit, Key Cap Pull, Airpods Cleaning, Dust Fingerprint Removal, Dirt Remover, Cleaning Tools, Computer - Pink",71..48,,Camera,amazon
1.6x3m Green Photo Background Non-woven fabric Photography Backdrop Cloth 5x10ft,475..00,,Camera,amazon
"Tbest Video Projector, Projector, 4K Projector, 16 9 Projector, Portable Projector 24 to 60 Inches Resolution 192080 Large En Projector for Home Cinema Full Wire","1,699..96",,Camera,amazon
"Coopic tr-24 flexible iphone tripod, octopus style lightweight mini portable adjustable tripod stand holder for cellphone, camera with universal clip - black/white",64..00,EGP 81.64,Camera,amazon
"Samsung EVO Select (2024) microSD card + SD adapter, 512GB, Memory card for smartphone and tablet, UHS-I U3, 4K UHD, Full HD, 160 MB/s Read, MB-ME512SA/EU","2,999..99",,Camera,amazon
Canon 7-in-1 Professional Cleaning Kit,330..00,,Camera,amazon
"Tenda Security Camera Outdoor with Full-color Night Vision,3MP WiFi Camera with IP66 Waterproof,Motion Detection,Two-Way Audio,Built-in Siren,SD Card/Cloud Storage(CT6)","1,650..00",,Camera,amazon
Ulanzi 40cm Quick Release Octagonal Softbox with Mini Bowens Mount,"2,100..00",,Camera,amazon
Viltrox EF-EOS M Electronic AF Auto Focus Lens Mount Adapter for Canon EF/EF-S Lens to Canon EOS-M (EF-M Mount) Mirrorless Camera M1 M2 M3 M5 M6 M10 M50 M100,"1,699..00",,Camera,amazon
"Fujifilm INSTAX Mini Instant Film 2 Pack = 20 Sheets (White) for Fujifilm Mini 8 & Mini 9 Cameras, Model:4332059078","1,549..00","EGP 1,599.00",Camera,amazon
King ston 32GB MicroSD Class 10 Canvas Select Plus Card with SD Adaptor - SDCS2/32GB,173..99,EGP 250.00,Camera,amazon
Hangers Set for all Projectors,564..00,,Camera,amazon
Tripod camera tripod stand - 3110a,250..00,,Camera,amazon
"compcctv CCTV Security Camera Mount Bracket, Telescopic Adjustable Universal Camera Wall Mounting Bracket for CCTV Security Camera",317..00,EGP 360.00,Camera,amazon
"Mini Camera Nanny WiFi Camera with Audio, Home Surveillance Camera, Two-Way Voice and Video Call, 1080P IP HD Night Vision Motion Detection Reminder for Home Indoor Outdoor Security (Classic black)",499..99,,Camera,amazon
"MAXDIGI HDMI Cable 4.9 ft / 1.5m | High Speed 24k Gold Connectors, 4K @ 60Hz, Ultra HD, 2K 1080P ARC Compatible | for Laptop, Monitor, PS5, PS4, PS3, WII, Xbox One, Fire TV, Apple TV, LCD, LED TV",95..00,EGP 108.00,Camera,amazon
"BLACKPOOL Full HD 1080P WiFi Home Security Camera,2.4Ghz Wireless Security Camera,C9CCTV with 360 Degrees Panaromic View, Cloud Service, Night Vision, Wireless Camera",999..00,,Camera,amazon
"Magcubic Mini Portable Auto Keystone Projector, Native 1080P 4K Smart Projector with WiFi 6, BT 5.0, Projection Size 150 Inch, 180 Degree Swivel, Android 11.0 Built-In - New HY320","7,800..00",,Camera,amazon
"SanDisk Extreme SD UHS I 512GB Card for 4K Video for DSLR and Mirrorless Cameras 180MB/s Read & 130MB/s Write, Lifetime Warranty","4,120..00",,Camera,amazon
Nikon NIKKOR Z 28mm f/2.8 Lens,"17,248..83",,Camera,amazon
Nikon NIKKOR Z DX 50-250mm VR | Compact all-in-one telephoto zoom lens with image stabilization for APS-C size/DX format Z series mirrorless cameras (standard to long telephoto) | Nikon USA Model,"21,028..04",,Camera,amazon
Quikprof 360° Degree Cell Phone Holder with Universal 1/4 Screw Adjustable Clamp Phone Tripod Mount Adapter Compatible with Smartphones & All Types of Tripods Monopods Selfie Sticks (Black),199..00,,Camera,amazon
kimire Video Camera Camcorder Digital Camera Recorder Full HD 1080P 15FPS 24MP 3.0 Inch 270 Degree Rotation LCD 16X Digital Zoom Camcorder Camera with 2 Batteries(Black),"7,113..01","EGP 7,973.00",Camera,amazon
"Amovfilm HY300 Projector with WIFI6 and Bluetooth, 4K 1080P Support Mini Portable Projector 180° Rotatable 150'' Screen Movie Projector Auto Keystone Compatible for Laptop, PC, Smartphone","5,400..00",,Camera,amazon
